"","cause.x","effect.x","CCMmatchList","AggmatchList","foodmatchList","lowermatchList","cantEmbeddingmatchList","linearitymatchList","SmapMean","causepopmean","effectpopmean","causepopsd","effectpopsd","causehabitat","effecthabitat","smapmin","smapX1st","smapmedian","smapmean","smapX3rd","smapmax","strength"
"1664","Pet. fam","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","Pet. fas","Neo. fur",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","Per. mic","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1667","Pet. pol","Neo. fur",NA,"present",NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1668","Pet. hor","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1669","Per. str","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1670","Pet. tre","Neo. fur",NA,"present",NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","Sim. dia","Neo. fur",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","Syn. mul","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","Tro. moo","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","Tel. tem","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1675","Tel. vit","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1676","Var. moo","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1677","Xen. pap","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1678","Xen. sim","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","Xen. spi","Neo. fur",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","Xen. fla","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","Xen. bou","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1682","Xen. sp","Neo. fur",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","Alt. com","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1684","Aul. dew","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","Cya. spp","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1686","Cte. hor","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1687","Cyp. spp","Neo. mus",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1688","Cun. lon","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1689","Ere. cya","Neo. mus",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1690","Gna. pfe","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","Hap. mic","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1692","Int. loo","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","Jul. orn","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","Lep. att","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1695","Lam. cal","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","Lep. cun","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1697","Lim. dar","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1698","Lep. elo","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1699","Lep. ken","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1700","Lob. lab","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1701","Lam. lem","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","Lep. mim","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","Lep. pro","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","Lam. tan","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","Lat. M","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","M. spp","Neo. mus",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","Neo. bus","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","Neo. cau","Neo. mus",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","Neo. cyl","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","Neo. fas","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","Neo. fur","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","Neo. obs","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","Neo. pet","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","Neo. pro","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","Neo. pul","Neo. mus",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","Neo. sav","Neo. mus",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","Neo. sex","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","Neo. tet","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","Oph. ven","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","Par. spp","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","Pse. cur","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","Pet. fam","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","Pet. fas","Neo. mus",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","Per. mic","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","Pet. pol","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","Pet. hor","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","Per. str","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","Pet. tre","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","Sim. dia","Neo. mus",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","Syn. mul","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","Tro. moo","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","Tel. tem","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","Tel. vit","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1734","Var. moo","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","Xen. pap","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","Xen. sim","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","Xen. spi","Neo. mus",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","Xen. fla","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","Xen. bou","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","Xen. sp","Neo. mus",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","Alt. com","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","Aul. dew","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","Cya. spp","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","Cte. hor","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","Cyp. spp","Neo. obs",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","Cun. lon","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","Ere. cya","Neo. obs",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","Gna. pfe","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","Hap. mic","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","Int. loo","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1751","Jul. orn","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","Lep. att","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","Lam. cal","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","Lep. cun","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","Lim. dar","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","Lep. elo","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","Lep. ken","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","Lob. lab","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","Lam. lem","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","Lep. mim","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","Lep. pro","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","Lam. tan","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","Lat. M","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","M. spp","Neo. obs",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","Neo. bus","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","Neo. cau","Neo. obs",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","Neo. cyl","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","Neo. fas","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","Neo. fur","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","Neo. mus","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","Neo. pet","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","Neo. pro","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","Neo. pul","Neo. obs",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","Neo. sav","Neo. obs",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","Neo. sex","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","Neo. tet","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","Oph. ven","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","Par. spp","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","Pse. cur","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","Pet. fam","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","Pet. fas","Neo. obs",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","Per. mic","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","Pet. pol","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","Pet. hor","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","Per. str","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","Pet. tre","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1787","Sim. dia","Neo. obs",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","Syn. mul","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","Tro. moo","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","Tel. tem","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","Tel. vit","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","Var. moo","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793","Xen. pap","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794","Xen. sim","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795","Xen. spi","Neo. obs",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","Xen. fla","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797","Xen. bou","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798","Xen. sp","Neo. obs",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799","Alt. com","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800","Aul. dew","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801","Cya. spp","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802","Cte. hor","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803","Cyp. spp","Neo. pet",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","Cun. lon","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Ere. cya","Neo. pet",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806","Gna. pfe","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","Hap. mic","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808","Int. loo","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809","Jul. orn","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","Lep. att","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","Lam. cal","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812","Lep. cun","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813","Lim. dar","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814","Lep. elo","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815","Lep. ken","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816","Lob. lab","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817","Lam. lem","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","Lep. mim","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819","Lep. pro","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820","Lam. tan","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821","Lat. M","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822","M. spp","Neo. pet",NA,NA,NA,"10未満","埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823","Neo. bus","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824","Neo. cau","Neo. pet",NA,NA,NA,"10未満","埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825","Neo. cyl","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826","Neo. fas","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827","Neo. fur","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828","Neo. mus","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829","Neo. obs","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","Neo. pro","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831","Neo. pul","Neo. pet",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832","Neo. sav","Neo. pet",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833","Neo. sex","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834","Neo. tet","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","Oph. ven","Neo. pet",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
